"","X","Length","Plant","Treatment","Germination","Lemur","GerminationDate","Date","Weight","Type"
"1",1,1.49962304642689,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"2",2,1.40609698841607,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"3",3,1.39871688111845,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-09-06","2023-08-22",7.54960916515453,"Captive"
"4",4,1.36863942588117,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"5",5,1.42791603581071,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"6",6,1.4747630091075,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"7",7,1.35325450704169,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"8",8,1.35066718347674,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"9",9,2.36555989215543,"Cantaloupe","Gut-passed",1,"E. mongoz","2023-02-01","2023-01-18",7.39018142822643,"Captive"
"10",10,2.16102152867226,"Cantaloupe","Gut-passed",0,"E. mongoz",NA,"2023-01-18",7.39018142822643,"Captive"
"11",11,1.48160454092422,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-02-01","2023-01-18",7.24422751560335,"Captive"
"12",12,1.42791603581071,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"13",13,1.51512723296286,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"14",14,1.55392520250384,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"15",15,1.43270073393405,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"16",16,1.54756250871601,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"17",17,1.36609165380237,"Tomato","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"18",18,1.44220199305819,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-02-01","2023-01-18",7.24422751560335,"Captive"
"19",19,1.51732262352629,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-08","2023-02-22",7.4730690880322,"Captive"
"20",20,1.52822785700856,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"21",21,1.36863942588117,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-03","2023-02-22",7.27239839257005,"Captive"
"22",22,0.783901543828409,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"23",23,0.783901543828409,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"24",24,0.576613364303994,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"25",25,1.36353737399727,"Red Bell Pepper","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.8935720735049,"Captive"
"26",26,1.36609165380237,"Red Bell Pepper","Gut-passed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"27",27,0.828551817566148,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"28",28,0.858661619037519,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"29",29,0.828551817566148,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"30",30,0.727548607277278,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"31",31,1.52388002407245,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-03","2023-02-22",7.27239839257005,"Captive"
"32",32,1.49738840862548,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"33",33,1.46325540225602,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"34",34,1.51951320490611,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-03","2023-02-22",7.27239839257005,"Captive"
"35",35,2.33698651971138,"Red Bell Pepper","Gut-passed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"36",36,1.46093790411566,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"37",37,1.43270073393405,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-03","2023-02-22",7.27239839257005,"Captive"
"38",38,1.48613969608961,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"39",39,2.27212588550934,"Cantaloupe","Gut-passed, Washed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"40",40,1.50629715351459,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.28619171470238,"Captive"
"41",41,1.44456326924387,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.28619171470238,"Captive"
"42",42,1.54329810992956,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.28619171470238,"Captive"
"43",43,1.49962304642689,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-03","2023-02-22",7.28619171470238,"Captive"
"44",44,1.46325540225602,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-03","2023-02-22",7.28619171470238,"Captive"
"45",45,1.39128190263093,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-08","2023-02-22",7.28619171470238,"Captive"
"46",46,2.3174737054878,"Cantaloupe","Gut-passed, Washed",0,"E. mongoz",NA,"2023-02-22",7.28619171470238,"Captive"
"47",47,1.47704872438835,"Red Bell Pepper","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"48",48,1.50407739677627,"Red Bell Pepper","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"49",49,1.39871688111845,"Red Bell Pepper","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"50",50,1.41342302850814,"Red Bell Pepper","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"51",51,1.4036429994545,"Red Bell Pepper","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"52",52,1.44220199305819,"Red Bell Pepper","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"53",53,1.47017584510059,"Red Bell Pepper","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"54",54,1.51512723296286,"Red Bell Pepper","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"55",55,1.50851199384414,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"56",56,1.35840915763035,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"57",57,1.38379123090177,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"58",58,1.43508452528932,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"59",59,1.44926916028128,"Red Bell Pepper","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"60",60,1.4036429994545,"Tomato","Gut-passed, Washed",1,"L. catta","2023-08-25","2023-08-22",7.54960916515453,"Captive"
"61",61,1.25846098961001,"Tomato","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"62",62,1.4655675420144,"Tomato","Gut-passed, Washed",1,"L. catta","2023-08-25","2023-08-22",7.54960916515453,"Captive"
"63",63,0.89199803930511,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-08-25","2023-08-22",7.54960916515453,"Captive"
"64",64,0.698134722070984,"Dragonfruit","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"65",65,0.78845736036427,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"66",66,0.883767540168595,"Dragonfruit","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"67",67,0.779324876800998,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"68",68,0.708035793053696,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-08-25","2023-08-22",7.54960916515453,"Captive"
"69",69,0.662687973075237,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"70",70,0.765467842139571,"Dragonfruit","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"71",71,0.746687947487975,"Dragonfruit","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"72",72,0.751416088683921,"Dragonfruit","Gut-passed, Washed",0,"L. catta",NA,"2023-08-22",7.54960916515453,"Captive"
"73",73,0.698134722070984,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-08-30","2023-08-22",7.54960916515453,"Captive"
"74",74,0.78845736036427,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"75",75,0.741937344729377,"Kiwi","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-02-22",7.27239839257005,"Captive"
"76",76,0.802001585472027,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"77",77,1.57484646766448,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"78",78,1.40609698841607,"Tomato","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"79",79,2.27931646605469,"Cantaloupe","Gut-passed",1,"E. mongoz","2023-04-05","2023-01-18",7.39018142822643,"Captive"
"80",80,1.43508452528932,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-02-01","2023-01-18",7.39018142822643,"Captive"
"81",81,2.27624111765444,"Cantaloupe","Gut-passed",1,"E. mongoz","2023-01-25","2023-01-18",7.39018142822643,"Captive"
"82",82,2.29556047805708,"Cantaloupe","Gut-passed",0,"E. mongoz",NA,"2023-01-18",7.39018142822643,"Captive"
"83",83,2.23857976301813,"Cantaloupe","Gut-passed",0,"E. mongoz",NA,"2023-01-18",7.39018142822643,"Captive"
"84",84,2.12226153886276,"Cantaloupe","Gut-passed",0,"E. mongoz",NA,"2023-01-18",7.39018142822643,"Captive"
"85",85,2.32042501112238,"Cantaloupe","Gut-passed",0,"E. mongoz",NA,"2023-01-18",7.39018142822643,"Captive"
"86",86,1.43031124653666,"Red Bell Pepper","Gut-passed",0,"E. mongoz",NA,"2023-01-18",7.39018142822643,"Captive"
"87",87,1.48387468945875,"Red Bell Pepper","Gut-passed",0,"E. mongoz",NA,"2023-01-18",7.39018142822643,"Captive"
"88",88,2.27006190128849,"Cantaloupe","Gut-passed, Washed",1,"E. mongoz","2023-04-05","2023-01-18",7.39018142822643,"Captive"
"89",89,1.42791603581071,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-02-01","2023-01-18",7.39018142822643,"Captive"
"90",90,2.32532457996354,"Cantaloupe","Gut-passed, Washed",1,"E. mongoz","2023-01-25","2023-01-18",7.39018142822643,"Captive"
"91",91,2.19277022698684,"Cantaloupe","Gut-passed, Washed",0,"E. mongoz",NA,"2023-01-18",7.39018142822643,"Captive"
"92",92,1.52388002407245,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",NA,"Captive"
"93",93,1.49738840862548,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",NA,"Captive"
"94",94,1.53039470509365,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",NA,"Captive"
"95",95,1.50629715351459,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",NA,"Captive"
"96",96,1.43031124653666,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"97",97,1.24415459395877,"Red Bell Pepper","Gut-passed",0,"E. mongoz",NA,"2023-02-22",7.27239839257005,"Captive"
"98",98,1.43746264769429,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"99",99,1.55603713570699,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"100",100,1.53039470509365,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"101",101,1.41342302850814,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"102",102,1.51732262352629,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"103",103,1.46325540225602,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-01","2023-02-22",7.27239839257005,"Captive"
"104",104,2.32140684723463,"Cantaloupe","Gut-passed",1,"E. flavifrons","2023-03-22","2023-02-08",7.73193072194849,"Captive"
"105",105,2.06939120582633,"Cantaloupe","Gut-passed",1,"E. flavifrons","2023-03-01","2023-02-08",7.73193072194849,"Captive"
"106",106,2.18492704952581,"Cantaloupe","Gut-passed",1,"E. flavifrons","2023-02-24","2023-02-08",7.73193072194849,"Captive"
"107",107,2.27418561847235,"Cantaloupe","Gut-passed",1,"E. flavifrons","2023-02-24","2023-02-08",7.73193072194849,"Captive"
"108",108,1.53039470509365,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-02-24","2023-02-08",7.73193072194849,"Captive"
"109",109,1.38629436111989,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-02-24","2023-02-08",7.73193072194849,"Captive"
"110",110,1.52388002407245,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-02-17","2023-02-08",7.73193072194849,"Captive"
"111",111,2.33408376005342,"Cantaloupe","Gut-passed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"112",112,2.34660197841082,"Cantaloupe","Gut-passed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"113",113,2.35422832614588,"Cantaloupe","Gut-passed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"114",114,2.28340227357727,"Cantaloupe","Gut-passed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"115",115,2.12584791449399,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"116",116,1.39128190263093,"Red Bell Pepper","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"117",117,0.797507195884188,"Kiwi","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"118",118,0.797507195884188,"Kiwi","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"119",119,0.717839793150317,"Kiwi","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"120",120,2.21484617868604,"Honeydew","Gut-passed",1,"E. flavifrons","2023-02-15","2023-02-08",7.83201418050547,"Captive"
"121",121,2.31648799816304,"Honeydew","Gut-passed",1,"E. flavifrons","2023-02-15","2023-02-08",7.83201418050547,"Captive"
"122",122,2.38416507998647,"Honeydew","Gut-passed",1,"E. flavifrons","2023-02-15","2023-02-08",7.83201418050547,"Captive"
"123",123,2.61520365073586,"Butternut Squash","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.83201418050547,"Captive"
"124",124,2.40694510831829,"Honeydew","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.83201418050547,"Captive"
"125",125,2.32042501112238,"Cantaloupe","Gut-passed",1,"E. flavifrons","2023-03-08","2023-02-08",7.73193072194849,"Captive"
"126",126,2.2554934854602,"Cantaloupe","Gut-passed",1,"E. flavifrons","2023-02-22","2023-02-08",7.73193072194849,"Captive"
"127",127,2.29253475714054,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"128",128,2.37024374146786,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"129",129,2.30358459332713,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"130",130,2.32434658477556,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"131",131,2.34468626901268,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"132",132,2.34755845863678,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"133",133,2.29556047805708,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"134",134,2.32042501112238,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"135",135,2.26176309847379,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"136",136,2.38508631450579,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"137",137,2.5748996883147,"Cantaloupe","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"138",138,0.815364813284194,"Kiwi","Gut-passed",1,"E. flavifrons","2023-03-03","2023-02-08",7.73193072194849,"Captive"
"139",139,1.48160454092422,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-03-01","2023-02-08",7.73193072194849,"Captive"
"140",140,1.53255686809814,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-02-22","2023-02-08",7.73193072194849,"Captive"
"141",141,1.59127394180643,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-02-17","2023-02-08",7.73193072194849,"Captive"
"142",142,1.38629436111989,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-02-17","2023-02-08",7.73193072194849,"Captive"
"143",143,1.51072193949494,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"144",144,1.58923520511658,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"145",145,1.45861502269952,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"146",146,0.815364813284194,"Kiwi","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"147",147,0.770108221696074,"Kiwi","Gut-passed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"148",148,2.23108909128898,"Cantaloupe","Gut-passed, Washed",1,"E. flavifrons","2023-02-24","2023-02-08",7.73193072194849,"Captive"
"149",149,1.49738840862548,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"150",150,1.49738840862548,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"151",151,1.51072193949494,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"152",152,1.57484646766448,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"153",153,1.42791603581071,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"154",154,1.50185270175416,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"155",155,1.54115907168081,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"156",156,1.52605630349505,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"157",157,1.42069578783722,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"158",158,1.45161382724053,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"159",159,1.50851199384414,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"160",160,1.57277392806251,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"161",161,2.37397508908072,"Cantaloupe","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"162",162,2.19944433407453,"Cantaloupe","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"163",163,1.61342993370364,"Red Bell Pepper","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"164",164,2.17475172148416,"Cantaloupe","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"165",165,2.26384426467762,"Cantaloupe","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"166",166,2.32336763217657,"Cantaloupe","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"167",167,2.26695791535089,"Cantaloupe","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"168",168,0.657520002916794,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"169",169,0.741937344729377,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-08",7.73193072194849,"Captive"
"170",170,0.819779831493311,"Kiwi","Gut-passed, Washed",1,"E. flavifrons","2023-02-22","2023-02-08",7.73193072194849,"Captive"
"171",171,0.8754687373539,"Kiwi","Gut-passed, Washed",1,"E. flavifrons","2023-02-17","2023-02-08",7.73193072194849,"Captive"
"172",172,2.28645571106416,"Cantaloupe","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"173",173,1.46093790411566,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"174",174,1.47704872438835,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-02-15","2023-02-08",7.73193072194849,"Captive"
"175",175,1.57069708411767,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-02-17","2023-02-08",7.73193072194849,"Captive"
"176",176,2.23964529322017,"Cantaloupe","Gut-passed, Washed",1,"E. flavifrons","2023-02-24","2023-02-08",7.83201418050547,"Captive"
"177",177,2.2523438765573,"Cantaloupe","Gut-passed, Washed",1,"E. flavifrons","2023-02-22","2023-02-08",7.83201418050547,"Captive"
"178",178,2.507971922719,"Butternut Squash","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-08",7.83201418050547,"Captive"
"179",179,1.57897870494939,"Red Bell Pepper","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-08",7.83201418050547,"Captive"
"180",180,1.45161382724053,"Tomato","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-08",7.83201418050547,"Captive"
"181",181,1.41342302850814,"Blackberry","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
"182",182,0.928219302739429,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-10-18","2023-09-05",7.85554467791566,"Captive"
"183",183,0.959350221334602,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-08","2023-09-05",7.85554467791566,"Captive"
"184",184,0.908258560176891,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-13","2023-09-05",7.85554467791566,"Captive"
"185",185,0.959350221334602,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-13","2023-09-05",7.85554467791566,"Captive"
"186",186,0.920282753143692,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-27","2023-09-05",7.85554467791566,"Captive"
"187",187,1.02961941718116,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-08","2023-09-05",7.85554467791566,"Captive"
"188",188,0.989541193613748,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-13","2023-09-05",7.85554467791566,"Captive"
"189",189,0.974559639998131,"Dragonfruit","Gut-passed, Washed",0,"L. catta",NA,"2023-09-05",7.85554467791566,"Captive"
"190",190,0.912282710476616,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-13","2023-09-05",7.85554467791566,"Captive"
"191",191,0.928219302739429,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-10-25","2023-09-05",7.85554467791566,"Captive"
"192",192,0.900161349944271,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-13","2023-09-05",7.85554467791566,"Captive"
"193",193,0.912282710476616,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-10-25","2023-09-05",7.85554467791566,"Captive"
"194",194,0.955511445027436,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-13","2023-09-05",7.85554467791566,"Captive"
"195",195,1.00430160919687,"Dragonfruit","Gut-passed, Washed",0,"L. catta",NA,"2023-09-05",7.85554467791566,"Captive"
"196",196,0.936093359170335,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-08","2023-09-05",7.85554467791566,"Captive"
"197",197,1.49290409617815,"Tomato","Gut-passed, Washed",1,"L. catta","2023-09-08","2023-09-05",7.85554467791566,"Captive"
"198",198,1.39128190263093,"Tomato","Gut-passed, Washed",1,"L. catta","2023-09-08","2023-09-05",7.85554467791566,"Captive"
"199",199,1.42791603581071,"Tomato","Gut-passed, Washed",1,"L. catta","2023-09-08","2023-09-05",7.85554467791566,"Captive"
"200",200,1.36863942588117,"Tomato","Gut-passed, Washed",1,"L. catta","2023-09-08","2023-09-05",7.85554467791566,"Captive"
"201",201,1.39624469197306,"Tomato","Gut-passed, Washed",1,"L. catta","2023-09-13","2023-09-05",7.85554467791566,"Captive"
"202",202,0.928219302739429,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
"203",203,0.928219302739429,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
