"","X","Length","Plant","Treatment","Germination","Lemur","GerminationDate","Date","Weight","Type"
"6915",6915,2.72457950305342,"Fandrana","Control",0,"Control",NA,"2023-11-02",NA,"Wild"
"6916",6916,2.47989410796446,"Fandrana","Control",0,"Control",NA,"2023-11-02",NA,"Wild"
"6917",6917,2.57945896672922,"Fandrana","Control",0,"Control",NA,"2023-11-02",NA,"Wild"
"6918",6918,2.41591377830105,"Fandrana","Control",0,"Control",NA,"2023-11-02",NA,"Wild"
"6919",6919,2.39880395073459,"Fandrana","Control",0,"Control",NA,"2023-11-02",NA,"Wild"
"6920",6920,2.51041194019636,"Fandrana","Control",0,"Control",NA,"2023-11-02",NA,"Wild"
"6921",6921,2.38784493694487,"Fandrana","Control",0,"Control",NA,"2023-11-02",NA,"Wild"
"6922",6922,2.50061594349318,"Fandrana","Control",0,"Control",NA,"2023-11-02",NA,"Wild"
"6923",6923,2.8142103969306,"Tavolo","Gut-passed",1,"UNKNOWN","2023-11-26","2023-11-03",7.568895663407,"Wild"
"6924",6924,2.69934576047206,"Tavolo","Gut-passed, Washed",1,"Eulemur rubriventer","2023-11-11","2023-11-03",7.58984151218266,"Wild"
"6925",6925,2.77196352684586,"Tavolo","Gut-passed",1,"UNKNOWN","2023-12-05","2023-11-04",7.568895663407,"Wild"
"6926",6926,2.86846692250811,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-04",7.58984151218266,"Wild"
"6927",6927,2.94127608775793,"Tavolo","Gut-passed, Washed",1,"UNKNOWN","2023-12-02","2023-11-04",7.568895663407,"Wild"
"6928",6928,2.73111547403321,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-04",7.568895663407,"Wild"
"6929",6929,2.87016905057865,"Tavolo","Gut-passed, Washed",1,"UNKNOWN","2023-12-02","2023-11-04",7.568895663407,"Wild"
"6930",6930,2.2181159363676,"Fandrana","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-07",7.568895663407,"Wild"
"6931",6931,3.80710683547859,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-08",7.568895663407,"Wild"
"6932",6932,3.14888245304767,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-08",7.568895663407,"Wild"
"6933",6933,3.01406323023871,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-08",7.568895663407,"Wild"
"6934",6934,3.02723094061336,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-08",7.568895663407,"Wild"
"6935",6935,2.929058140286,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-08",7.568895663407,"Wild"
"6936",6936,2.84954976337591,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-08",7.568895663407,"Wild"
"6937",6937,2.91885122921803,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-08",7.568895663407,"Wild"
"6938",6938,2.8501282996952,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-08",7.568895663407,"Wild"
"6939",6939,2.6217658325052,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-08",7.568895663407,"Wild"
"6940",6940,3.08922261664133,"Tavolo","Control",0,"Control",NA,"2023-11-08",NA,"Wild"
"6941",6941,3.05870707271538,"Tavolo","Control",0,"Control",NA,"2023-11-08",NA,"Wild"
"6942",6942,2.94864066602014,"Tavolo","Control",0,"Control",NA,"2023-11-08",NA,"Wild"
"6943",6943,2.90251989183181,"Tavolo","Control",0,"Control",NA,"2023-11-08",NA,"Wild"
"6944",6944,2.91452221812845,"Tavolo","Control",0,"Control",NA,"2023-11-08",NA,"Wild"
"6945",6945,2.8724340572095,"Tavolo","Control",0,"Control",NA,"2023-11-08",NA,"Wild"
"6946",6946,2.77695417974942,"Tavolo","Control",0,"Control",NA,"2023-11-08",NA,"Wild"
"6947",6947,2.82018770103906,"Tavolo","Control",0,"Control",NA,"2023-11-08",NA,"Wild"
"6948",6948,2.77508560243837,"Tavolo","Control",0,"Control",NA,"2023-11-08",NA,"Wild"
"6949",6949,2.63834278867739,"Tavolo","Control",0,"Control",NA,"2023-11-08",NA,"Wild"
"6950",6950,3.33683662250177,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-08",NA,"Wild"
"6951",6951,3.39081028877567,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-08",NA,"Wild"
"6952",6952,3.28578653015083,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-08",NA,"Wild"
"6953",6953,3.27487801498349,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-08",NA,"Wild"
"6954",6954,3.33861250647053,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-08",NA,"Wild"
"6955",6955,3.30542042626839,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-08",NA,"Wild"
"6956",6956,3.19948911106801,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-08",NA,"Wild"
"6957",6957,3.3235961356386,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-08",NA,"Wild"
"6958",6958,2.74983173511717,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-09",7.568895663407,"Wild"
"6959",6959,2.70068984669592,"Tavolo","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-09",7.58984151218266,"Wild"
"6960",6960,2.65885995691144,"Tavolo","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-09",7.58984151218266,"Wild"
"6961",6961,2.76945882923085,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-09",7.58984151218266,"Wild"
"6962",6962,3.17680304844629,"Tavolo","Gut-passed, Washed",1,"UNKNOWN","2023-11-14","2023-11-09",7.568895663407,"Wild"
"6963",6963,3.21486780347066,"Tavolo","Gut-passed, Washed",1,"UNKNOWN","2023-11-17","2023-11-09",7.568895663407,"Wild"
"6964",6964,3.22684399451738,"Tavolo","Gut-passed, Washed",1,"UNKNOWN","2023-11-17","2023-11-09",7.568895663407,"Wild"
"6965",6965,3.23356737361119,"Tavolo","Gut-passed, Washed",1,"UNKNOWN","2023-11-17","2023-11-09",7.568895663407,"Wild"
"6966",6966,3.26346670819608,"Tavolo","Gut-passed, Washed",1,"UNKNOWN","2023-11-29","2023-11-09",7.568895663407,"Wild"
"6967",6967,3.2418107961507,"Tavolo","Gut-passed, Washed",1,"UNKNOWN","2023-11-29","2023-11-09",7.568895663407,"Wild"
"6968",6968,2.87582197688143,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-09",7.568895663407,"Wild"
"6969",6969,2.82435065679837,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-09",7.568895663407,"Wild"
"6970",6970,3.23159459727598,"Tavolo","Gut-passed",1,"UNKNOWN","2023-11-11","2023-11-10",7.568895663407,"Wild"
"6971",6971,0.72270598280149,"Tavolo","Gut-passed",1,"UNKNOWN","2023-11-20","2023-11-10",7.568895663407,"Wild"
"6972",6972,3.00022217882684,"Tavolo","Gut-passed",1,"UNKNOWN","2023-11-20","2023-11-10",7.568895663407,"Wild"
"6973",6973,3.08053287524646,"Tavolo","Gut-passed",1,"UNKNOWN","2023-11-14","2023-11-10",7.568895663407,"Wild"
"6974",6974,2.81540871942271,"Tavolo","Gut-passed",1,"UNKNOWN","2023-11-14","2023-11-10",7.568895663407,"Wild"
"6975",6975,2.96114082878437,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-10",7.568895663407,"Wild"
"6976",6976,2.94706710157271,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-10",7.568895663407,"Wild"
"6977",6977,2.91506437048654,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-10",7.568895663407,"Wild"
"6978",6978,2.73501664933202,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-10",7.568895663407,"Wild"
"6979",6979,2.98770010185673,"Tavolo","Gut-passed, Washed",1,"UNKNOWN","2023-11-29","2023-11-10",7.568895663407,"Wild"
"6980",6980,2.91939104029727,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-10",7.568895663407,"Wild"
"6981",6981,2.74148497718845,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-10",7.568895663407,"Wild"
"6982",6982,2.63905732961526,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-10",7.568895663407,"Wild"
"6983",6983,2.84374591655611,"Tavolo","Gut-passed, Washed",1,"UNKNOWN","2023-11-20","2023-11-13",7.568895663407,"Wild"
"6984",6984,3.04261585945284,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-13",7.568895663407,"Wild"
"6985",6985,2.94968833505258,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-13",7.568895663407,"Wild"
"6986",6986,2.84954976337591,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-13",7.568895663407,"Wild"
"6987",6987,2.93863268151342,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-13",7.568895663407,"Wild"
"6988",6988,2.98921105656373,"Fandrana","Gut-passed",0,"UNKNOWN",NA,"2023-11-14",7.568895663407,"Wild"
"6989",6989,3.39819287264186,"Tavolo","Gut-passed",1,"UNKNOWN","2023-11-26","2023-11-14",7.568895663407,"Wild"
"6990",6990,2.80578168959555,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"6991",6991,2.83732253680635,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"6992",6992,2.80032547721138,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"6993",6993,2.75684036527164,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"6994",6994,2.88312332917134,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"6995",6995,2.80880010420235,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"6996",6996,2.69665215614984,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"6997",6997,2.75620524298926,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"6998",6998,2.66305283517147,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"6999",6999,2.75684036527164,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"7000",7000,2.63188884013665,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"7001",7001,2.53923699433305,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"7002",7002,2.49485698064117,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"7003",7003,2.4466854369678,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"7004",7004,2.58173083442354,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"7005",7005,2.6447553507299,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"7006",7006,2.48156774852249,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-22",7.58984151218266,"Wild"
"7007",7007,2.76945882923085,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-22",7.568895663407,"Wild"
"7008",7008,2.86789890204411,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-22",7.568895663407,"Wild"
"7009",7009,2.4782176616372,"Fandrana","Gut-passed",0,"UNKNOWN",NA,"2023-11-22",7.568895663407,"Wild"
"7010",7010,3.06011453248326,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-22",7.568895663407,"Wild"
"7011",7011,2.90744735868642,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-22",7.568895663407,"Wild"
"7012",7012,2.69934576047206,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-22",7.568895663407,"Wild"
"7013",7013,2.79239134953596,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7014",7014,2.72850620966959,"Tavolo","Gut-passed, Washed",1,"UNKNOWN","2023-12-17","2023-11-24",7.568895663407,"Wild"
"7015",7015,2.70404217970467,"Fandrana","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7016",7016,2.39607543608138,"Fandrana","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7017",7017,2.70136121295141,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7018",7018,3.28989331210348,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7019",7019,2.99822915375258,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7020",7020,3.00171434523154,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7021",7021,2.84839168565528,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7022",7022,2.86391369893314,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7023",7023,2.86960199640978,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7024",7024,2.87638551592142,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7025",7025,2.8396630879041,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7026",7026,2.86334308550825,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7027",7027,2.7033726115511,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7028",7028,2.74791173452734,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7029",7029,2.7033726115511,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7030",7030,2.8100049236252,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7031",7031,2.59600069729359,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7032",7032,2.80578168959555,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7033",7033,2.61006979274201,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7034",7034,2.66792241001143,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7035",7035,2.61447185414264,"Tavolo","Gut-passed",1,"UNKNOWN","2023-12-11","2023-11-24",7.568895663407,"Wild"
"7036",7036,2.75047091698616,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7037",7037,2.85819285953193,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7038",7038,2.91939104029727,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7039",7039,2.87299950817169,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7040",7040,2.83790818836042,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7041",7041,2.93863268151342,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7042",7042,2.87582197688143,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7043",7043,2.66722820658195,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7044",7044,2.74406063862524,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7045",7045,2.68784749378469,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7046",7046,2.58173083442354,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7047",7047,2.79422789734326,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7048",7048,2.76443053453832,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7049",7049,2.80032547721138,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7050",7050,2.62321826558551,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7051",7051,2.68920711330073,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7052",7052,2.60120710548416,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7053",7053,2.81480973767374,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7054",7054,2.64048488160644,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7055",7055,2.65394594210901,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7056",7056,2.71004820376488,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7057",7057,2.6159349121944,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7058",7058,2.60194867021966,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-24",7.568895663407,"Wild"
"7059",7059,2.96990151351947,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-27",7.568895663407,"Wild"
"7060",7060,2.9590682891824,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-27",7.568895663407,"Wild"
"7061",7061,2.7408400239252,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-27",7.568895663407,"Wild"
"7062",7062,2.74855214441154,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-27",7.568895663407,"Wild"
"7063",7063,2.7434173449395,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-27",7.568895663407,"Wild"
"7064",7064,2.56955412384829,"Fandrana","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-27",7.568895663407,"Wild"
"7065",7065,3.05588619637374,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-27",NA,"Wild"
"7066",7066,2.95595140354215,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-27",NA,"Wild"
"7067",7067,2.89646427189532,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-27",NA,"Wild"
"7068",7068,2.81480973767374,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-27",NA,"Wild"
"7069",7069,2.7427736371606,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-27",NA,"Wild"
"7070",7070,2.68988623047454,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-27",NA,"Wild"
"7071",7071,2.64262239577975,"Tavolo","Control, Washed",0,"Control",NA,"2023-11-27",NA,"Wild"
"7072",7072,2.76127496233951,"Mazan-kely","Gut-passed",1,"Eulemur rubriventer","2024-01-10","2023-11-28",7.58984151218266,"Wild"
"7073",7073,2.78253905309295,"Mazan-kely","Gut-passed, Washed",1,"UNKNOWN","2024-02-03","2023-11-28",7.568895663407,"Wild"
"7074",7074,2.82731362192903,"Mazan-kely","Gut-passed, Washed",1,"UNKNOWN","2023-12-17","2023-11-28",7.568895663407,"Wild"
"7075",7075,2.83673654206353,"Mazan-kely","Gut-passed, Washed",1,"UNKNOWN","2024-01-07","2023-11-28",7.568895663407,"Wild"
"7076",7076,2.75493378700106,"Mazan-kely","Gut-passed, Washed",1,"UNKNOWN","2023-12-29","2023-11-28",7.568895663407,"Wild"
"7077",7077,2.77071196222692,"Mazan-kely","Gut-passed, Washed",1,"UNKNOWN","2023-12-26","2023-11-28",7.568895663407,"Wild"
"7078",7078,2.80093319524892,"Mazan-kely","Gut-passed, Washed",1,"UNKNOWN","2024-01-07","2023-11-28",7.568895663407,"Wild"
"7079",7079,2.69327491552006,"Mazan-kely","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-28",7.568895663407,"Wild"
"7080",7080,2.85991255041146,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-28",7.568895663407,"Wild"
"7081",7081,2.71137799119488,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-28",7.568895663407,"Wild"
"7082",7082,2.79545039138304,"Mazan-kely","Gut-passed",1,"UNKNOWN","2024-01-01","2023-11-28",7.568895663407,"Wild"
"7083",7083,2.76945882923085,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-28",7.568895663407,"Wild"
"7084",7084,2.70270259477561,"Mazan-kely","Gut-passed",1,"UNKNOWN","2023-12-26","2023-11-28",7.568895663407,"Wild"
"7085",7085,2.82375700881418,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-28",7.568895663407,"Wild"
"7086",7086,2.69665215614984,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-28",7.568895663407,"Wild"
"7087",7087,2.62249231274056,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-28",7.568895663407,"Wild"
"7088",7088,2.60194867021966,"Mazan-kely","Gut-passed",1,"UNKNOWN","2024-01-04","2023-11-28",7.568895663407,"Wild"
"7089",7089,2.52252351335931,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-28",7.568895663407,"Wild"
"7090",7090,2.50470927708418,"Mazan-kely","Gut-passed",1,"UNKNOWN","2024-01-01","2023-11-28",7.568895663407,"Wild"
"7091",7091,2.57642175862377,"Mazan-kely","Gut-passed",1,"UNKNOWN","2023-12-23","2023-11-28",7.568895663407,"Wild"
"7092",7092,2.54866361559075,"Mazan-kely","Gut-passed",1,"UNKNOWN","2024-01-07","2023-11-28",7.568895663407,"Wild"
"7093",7093,2.7948393311746,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-28",7.568895663407,"Wild"
"7094",7094,2.91560622907471,"Mazan-kely","Control, Washed",1,"Control","2024-01-31","2023-11-28",NA,"Wild"
"7095",7095,2.72457950305342,"Mazan-kely","Control, Washed",0,"Control",NA,"2023-11-28",NA,"Wild"
"7096",7096,2.67000213346468,"Mazan-kely","Control, Washed",0,"Control",NA,"2023-11-28",NA,"Wild"
"7097",7097,2.72457950305342,"Mazan-kely","Control, Washed",0,"Control",NA,"2023-11-28",NA,"Wild"
"7098",7098,2.81540871942271,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-29",7.568895663407,"Wild"
"7099",7099,2.76190687389292,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-29",7.568895663407,"Wild"
"7100",7100,2.68307421503203,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-29",7.568895663407,"Wild"
"7101",7101,2.54788144894939,"Tavolo","Gut-passed",0,"UNKNOWN",NA,"2023-11-29",7.568895663407,"Wild"
"7102",7102,2.67276838695757,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7103",7103,2.45616418092235,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7104",7104,2.91614779421115,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7105",7105,2.68648602318637,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7106",7106,2.54160199346455,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7107",7107,2.36837283353205,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7108",7108,2.36085400111802,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7109",7109,2.63905732961526,"Fandrana","Gut-passed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7110",7110,2.39698576841553,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7111",7111,2.67414864942653,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7112",7112,2.46214966266538,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7113",7113,2.49072303510944,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7114",7114,2.74983173511717,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7115",7115,2.60564826748413,"Fandrana","Gut-passed, Washed",0,"Eulemur rubriventer",NA,"2023-11-29",7.58984151218266,"Wild"
"7116",7116,2.6775909936175,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-30",7.568895663407,"Wild"
"7117",7117,2.65745841498615,"Mazan-kely","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-30",7.568895663407,"Wild"
"7118",7118,2.65745841498615,"Mazan-kely","Gut-passed, Washed",1,"UNKNOWN","2024-01-28","2023-11-30",7.568895663407,"Wild"
"7119",7119,2.78501124223834,"Mazan-kely","Gut-passed",1,"UNKNOWN","2024-01-07","2023-11-30",7.568895663407,"Wild"
"7120",7120,2.71336936257981,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-30",7.568895663407,"Wild"
"7121",7121,2.69124308278583,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-30",7.568895663407,"Wild"
"7122",7122,2.49815187653802,"Mazan-kely","Gut-passed",0,"UNKNOWN",NA,"2023-11-30",7.568895663407,"Wild"
"7123",7123,2.79728133483015,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-11-30",7.568895663407,"Wild"
"7124",7124,2.83790818836042,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-12-01",7.568895663407,"Wild"
"7125",7125,2.78006073707848,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-12-01",7.568895663407,"Wild"
"7126",7126,2.67414864942653,"Tavolo","Gut-passed, Washed",0,"UNKNOWN",NA,"2023-12-01",7.568895663407,"Wild"
"7127",7127,2.65605490598383,"Mazan-kely","Gut-passed, Washed",1,"Eulemur rubriventer","2023-12-17","2023-12-01",7.58984151218266,"Wild"
