,X,Germination.Date,Date,germ,Treatment,Lemur_Species,Plant_Species_Common_Name,Length_log
1947,1947,2/15/23,2/9/23,1,"Gut-passed, Washed",E. coronatus,Cucumis melo var. cantalupensis,2.199444334
1948,1948,2/15/23,2/9/23,1,"Gut-passed, Washed",E. coronatus,Cucumis melo var. cantalupensis,2.224623552
1949,1949,3/8/23,2/9/23,1,Gut-passed,E. coronatus,Cucumis melo var. cantalupensis,2.22028985
1950,1950,3/8/23,2/9/23,1,Gut-passed,E. coronatus,Cucumis melo var. cantalupensis,2.250238613
1951,1951,3/1/23,2/9/23,1,Gut-passed,E. coronatus,Cucumis melo var. cantalupensis,2.265921109
1952,1952,3/1/23,2/9/23,1,Gut-passed,E. coronatus,Cucumis melo var. cantalupensis,2.227861547
1953,1953,2/22/23,2/9/23,1,Gut-passed,E. coronatus,Cucumis melo var. cantalupensis,2.298577072
1954,1954,2/22/23,2/9/23,1,Gut-passed,E. coronatus,Cucumis melo var. cantalupensis,2.310553263
1955,1955,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.576914721
1956,1956,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.539015448
1957,1957,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.413423029
1958,1958,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.58514522
1959,1959,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.562346305
1960,1960,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.474763009
1961,1961,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.506297154
1962,1962,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.534714366
1963,1963,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.556037136
1964,1964,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.609437912
1965,1965,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.532556868
1966,1966,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.519513205
1967,1967,3/3/23,2/22/23,1,Gut-passed,E. flavifrons,Malus pumila,2.254444718
1968,1968,3/1/23,2/22/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.418277407
1969,1969,3/1/23,2/22/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.472472057
1970,1970,3/3/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.601207105
1971,1971,3/1/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.596000697
1972,1972,3/3/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.500615943
1973,1973,3/1/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.596746132
1974,1974,4/7/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.404238747
1975,1975,3/3/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.515274186
1976,1976,3/1/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.470638678
1977,1977,3/3/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.516082267
1978,1978,3/1/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.602689685
1979,1979,3/1/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.1442228
1980,1980,3/1/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.269760545
1981,1981,3/1/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.278152203
1982,1982,3/3/23,2/23/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.335001067
1983,1983,3/29/23,3/15/23,1,Gut-passed,E. mongoz,Cucumis melo L.,2.714032273
1984,1984,3/15/23,2/1/23,1,Gut-passed,E. coronatus,Cucumis melo L.,2.312535424
1985,1985,3/3/23,2/1/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.597365331
1986,1986,2/15/23,2/1/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.595338988
1987,1987,2/8/23,2/1/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.483874689
1988,1988,3/22/23,3/15/23,1,"Gut-passed, Washed",E. mongoz,Solanum lycopersicum,1.337629189
1989,1989,3/22/23,3/15/23,1,"Gut-passed, Washed",E. mongoz,Malus pumila,2.099244169
1990,1990,3/22/23,3/15/23,1,"Gut-passed, Washed",E. mongoz,Capsicum annuum,1.528227857
1991,1991,3/22/23,3/15/23,1,"Gut-passed, Washed",E. mongoz,Capsicum annuum,1.467874348
1992,1992,3/29/23,3/15/23,1,"Gut-passed, Washed",E. mongoz,Actinidia deliciosa,0.879626748
1993,1993,3/29/23,3/15/23,1,Gut-passed,E. mongoz,Actinidia deliciosa,0.819779831
1994,1994,3/29/23,3/15/23,1,Gut-passed,E. mongoz,Actinidia deliciosa,0.779324877
1995,1995,3/24/23,3/15/23,1,Gut-passed,E. mongoz,Capsicum annuum,1.54329811
1996,1996,3/29/23,3/15/23,1,Gut-passed,E. mongoz,Capsicum annuum,1.495148766
1997,1997,3/24/23,3/15/23,1,Gut-passed,E. mongoz,Capsicum annuum,1.497388409
1998,1998,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.717839793
1999,1999,5/3/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.708035793
2000,2000,5/10/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.722705983
2001,2001,4/21/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.837247525
2002,2002,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.741937345
2003,2003,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.741937345
2004,2004,5/3/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.708035793
2005,2005,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.797507196
2006,2006,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.751416089
2007,2007,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.688134639
2008,2008,5/3/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.765467842
2009,2009,5/3/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.815364813
2010,2010,4/25/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.741937345
2011,2011,3/29/23,3/22/23,1,Gut-passed,C. medius,Solanum lycopersicum,1.316408234
2012,2012,3/29/23,3/22/23,1,Gut-passed,C. medius,Capsicum annuum,1.373715579
2013,2013,3/29/23,3/22/23,1,Gut-passed,C. medius,Capsicum annuum,1.437462648
2014,2014,3/29/23,3/22/23,1,"Gut-passed, Washed",C. medius,Solanum lycopersicum,1.435084525
2015,2015,3/29/23,3/22/23,1,"Gut-passed, Washed",C. medius,Solanum lycopersicum,1.337629189
2016,2016,3/29/23,3/22/23,1,Gut-passed,C. medius,Solanum lycopersicum,1.560247668
2017,2017,3/31/23,3/22/23,1,Gut-passed,C. medius,Malus pumila,2.086913557
2018,2018,3/29/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Actinidia deliciosa,0.770108222
2019,2019,3/29/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Actinidia deliciosa,0.760805829
2020,2020,3/24/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Actinidia deliciosa,0.722705983
2021,2021,3/24/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Capsicum annuum,1.444563269
2022,2022,3/24/23,3/15/23,1,Gut-passed,E. mongoz,Capsicum annuum,1.589235205
2023,2023,3/22/23,3/15/23,1,"Gut-passed, Washed",E. mongoz,Capsicum annuum,1.467874348
2024,2024,3/22/23,3/15/23,1,"Gut-passed, Washed",E. mongoz,Capsicum annuum,1.506297154
2025,2025,3/22/23,3/15/23,1,"Gut-passed, Washed",E. mongoz,Capsicum annuum,1.472472057
2026,2026,3/22/23,3/15/23,1,"Gut-passed, Washed",E. mongoz,Capsicum annuum,1.463255402
2027,2027,3/24/23,3/15/23,1,Gut-passed,E. mongoz,Capsicum annuum,1.553925203
2028,2028,3/29/23,3/15/23,1,Gut-passed,E. mongoz,Capsicum annuum,1.519513205
2029,2029,3/24/23,3/15/23,1,Gut-passed,E. mongoz,Capsicum annuum,1.439835128
2030,2030,3/15/23,2/23/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.505525937
2031,2031,3/22/23,2/23/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.611539301
2032,2032,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.371180723
2033,2033,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.25846099
2034,2034,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.418277407
2035,2035,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.190887565
2036,2036,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.32175584
2037,2037,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.30833282
2038,2038,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.211940974
2039,2039,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.340250423
2040,2040,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.208960346
2041,2041,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.350667183
2042,2042,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.458615023
2043,2043,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.327075001
2044,2044,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.220829921
2045,2045,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.386294361
2046,2046,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.291983682
2047,2047,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.300191662
2048,2048,3/3/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.353254507
2049,2049,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.327075001
2050,2050,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.199964783
2051,2051,3/1/23,2/23/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.25846099
2052,2052,3/1/23,2/23/23,1,Gut-passed,E. coronatus,Solanum lycopersicum,2.651832521
2053,2053,3/1/23,2/23/23,1,Gut-passed,E. coronatus,Solanum lycopersicum,1.463255402
2054,2054,3/1/23,2/23/23,1,Gut-passed,E. coronatus,Solanum lycopersicum,1.238374231
2055,2055,3/1/23,2/23/23,1,Gut-passed,E. coronatus,Solanum lycopersicum,1.335001067
2056,2056,3/1/23,2/23/23,1,Gut-passed,E. coronatus,Solanum lycopersicum,1.214912744
2057,2057,3/1/23,2/23/23,1,Gut-passed,E. coronatus,Solanum lycopersicum,1.353254507
2058,2058,3/1/23,2/23/23,1,Gut-passed,E. coronatus,Solanum lycopersicum,1.427916036
2059,2059,3/29/23,3/15/23,1,Gut-passed,M. murinus,Oxycoccus macrocarpus,0.867100488
2060,2060,3/22/23,3/15/23,1,Gut-passed,M. murinus,Capsicum annuum,1.396244692
2061,2061,3/22/23,3/15/23,1,Gut-passed,M. murinus,Capsicum annuum,1.5518088
2062,2062,3/17/23,3/15/23,1,Gut-passed,M. murinus,Capsicum annuum,1.504077397
2063,2063,3/31/23,3/15/23,1,Gut-passed,M. murinus,Oxycoccus macrocarpus,0.641853886
2064,2064,3/24/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Oxycoccus macrocarpus,0.741937345
2065,2065,3/29/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Oxycoccus macrocarpus,0.802001585
2066,2066,3/29/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Oxycoccus macrocarpus,0.940007258
2067,2067,3/24/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Actinidia deliciosa,0.879626748
2068,2068,3/29/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Actinidia deliciosa,0.88376754
2069,2069,3/29/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Actinidia deliciosa,0.90825856
2070,2070,3/24/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Actinidia deliciosa,0.797507196
2071,2071,3/24/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Actinidia deliciosa,0.88376754
2072,2072,3/24/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Actinidia deliciosa,0.783901544
2073,2073,3/29/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Actinidia deliciosa,0.792992516
2074,2074,3/29/23,3/15/23,1,"Gut-passed, Washed",M. murinus,Actinidia deliciosa,0.815364813
2075,2075,4/7/23,3/15/23,1,Gut-passed,M. murinus,Capsicum annuum,1.444563269
2076,2076,4/5/23,3/15/23,1,Gut-passed,M. murinus,Solanum lycopersicum,1.373715579
2077,2077,4/5/23,3/15/23,1,Gut-passed,M. murinus,Solanum lycopersicum,1.348073148
2078,2078,4/25/23,3/15/23,1,Gut-passed,M. murinus,Solanum lycopersicum,1.348073148
2079,2079,4/7/23,3/15/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.832909123
2080,2080,4/12/23,3/15/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.688134639
2081,2081,4/12/23,3/15/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.850150929
2082,2082,4/12/23,3/15/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.841567186
2083,2083,4/12/23,3/15/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.770108222
2084,2084,3/24/23,3/15/23,1,"Gut-passed, Washed",E. mongoz,Capsicum annuum,1.456286733
2085,2085,3/24/23,3/15/23,1,"Gut-passed, Washed",E. mongoz,Capsicum annuum,1.430311247
2086,2086,3/1/23,2/23/23,1,"Gut-passed, Washed",E. coronatus,Cucurbita moschata,2.504709277
2087,2087,3/1/23,2/23/23,1,"Gut-passed, Washed",E. coronatus,Malus pumila,2.238579763
2088,2088,3/1/23,2/23/23,1,"Gut-passed, Washed",E. coronatus,Solanum lycopersicum,1.294727168
2089,2089,3/1/23,2/23/23,1,"Gut-passed, Washed",E. coronatus,Solanum lycopersicum,1.255616037
2090,2090,3/1/23,2/23/23,1,"Gut-passed, Washed",E. coronatus,Solanum lycopersicum,1.337629189
2091,2091,3/24/23,2/23/23,1,"Gut-passed, Washed",E. coronatus,Solanum lycopersicum,1.30833282
2092,2092,4/21/23,4/12/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.54329811
2093,2093,5/19/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.797507196
2094,2094,5/3/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.708035793
2095,2095,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.845868268
2096,2096,6/2/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.609765572
2097,2097,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.708035793
2098,2098,5/3/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.688134639
2099,2099,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.662687973
2100,2100,4/21/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.737164066
2101,2101,4/21/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.667829373
2102,2102,5/19/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.770108222
2103,2103,5/3/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.58221562
2104,2104,4/25/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.819779831
2105,2105,5/10/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.867100488
2106,2106,4/25/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.746687947
2107,2107,4/19/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.722705983
2108,2108,4/19/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.832909123
2109,2109,5/26/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.698134722
2110,2110,4/25/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.765467842
2111,2111,4/25/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.819779831
2112,2112,5/19/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.727548607
2113,2113,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.78845736
2114,2114,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.806475866
2115,2115,4/25/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Capsicum annuum,1.460937904
2116,2116,4/25/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.78845736
2117,2117,4/25/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.779324877
2118,2118,4/19/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Capsicum annuum,1.442201993
2119,2119,4/19/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Solanum lycopersicum,1.300191662
2120,2120,4/19/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.657520003
2121,2121,4/14/23,4/12/23,1,"Gut-passed, Washed",E. coronatus,Selenicereus undatus,0.75612198
2122,2122,5/3/23,4/12/23,1,Gut-passed,E. coronatus,Selenicereus undatus,0.751416089
2123,2123,4/5/23,3/29/23,1,Gut-passed,C. medius,Capsicum annuum,1.32175584
2124,2124,4/5/23,3/29/23,1,Gut-passed,C. medius,Capsicum annuum,1.2753628
2125,2125,4/5/23,3/29/23,1,Gut-passed,C. medius,Capsicum annuum,1.432700734
2126,2126,4/5/23,3/29/23,1,Gut-passed,C. medius,Capsicum annuum,1.444563269
2127,2127,4/5/23,3/29/23,1,Gut-passed,C. medius,Capsicum annuum,1.512927012
2128,2128,4/5/23,3/29/23,1,Gut-passed,C. medius,Capsicum annuum,1.355835154
2129,2129,4/5/23,3/29/23,1,Gut-passed,C. medius,Capsicum annuum,1.316408234
2130,2130,4/5/23,3/29/23,1,Gut-passed,C. medius,Capsicum annuum,1.451613827
2131,2131,4/19/23,3/29/23,1,Gut-passed,C. medius,Selenicereus undatus,1.004301609
2132,2132,4/19/23,3/29/23,1,Gut-passed,C. medius,Selenicereus undatus,0.806475866
2133,2133,4/12/23,3/29/23,1,Gut-passed,C. medius,Selenicereus undatus,0.722705983
2134,2134,4/19/23,3/29/23,1,Gut-passed,C. medius,Selenicereus undatus,0.875468737
2135,2135,4/25/23,3/29/23,1,Gut-passed,C. medius,Solanum lycopersicum,1.591273942
2136,2136,4/5/23,3/29/23,1,Gut-passed,M. murinus,Solanum lycopersicum,1.348073148
2137,2137,4/5/23,3/29/23,1,Gut-passed,M. murinus,Solanum lycopersicum,1.435084525
2138,2138,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.779324877
2139,2139,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.819779831
2140,2140,4/7/23,3/29/23,1,Gut-passed,M. murinus,Capsicum annuum,1.30833282
2141,2141,4/7/23,3/29/23,1,Gut-passed,M. murinus,Capsicum annuum,1.467874348
2142,2142,4/5/23,3/29/23,1,Gut-passed,M. murinus,Capsicum annuum,1.332366019
2143,2143,4/5/23,3/29/23,1,Gut-passed,M. murinus,Capsicum annuum,1.291983682
2144,2144,4/5/23,3/29/23,1,"Gut-passed, Washed",C. medius,Capsicum annuum,1.368639426
2145,2145,4/7/23,3/29/23,1,"Gut-passed, Washed",C. medius,Capsicum annuum,1.446918983
2146,2146,4/19/23,3/29/23,1,"Gut-passed, Washed",C. medius,Capsicum annuum,1.160020917
2147,2147,4/19/23,3/29/23,1,"Gut-passed, Washed",C. medius,Capsicum annuum,1.172482137
2148,2148,4/12/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.770108222
2149,2149,4/19/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.90825856
2150,2150,4/14/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.774727168
2151,2151,4/19/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.636576829
2152,2152,4/21/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.774727168
2153,2153,4/12/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.746687947
2154,2154,4/5/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.732367894
2155,2155,4/7/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.727548607
2156,2156,4/12/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.774727168
2157,2157,4/19/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.845868268
2158,2158,5/3/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.871293366
2159,2159,4/12/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.717839793
2160,2160,4/12/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.806475866
2161,2161,4/19/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.854415328
2162,2162,4/19/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.647103242
2163,2163,4/19/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.871293366
2164,2164,4/14/23,3/29/23,1,"Gut-passed, Washed",C. medius,Selenicereus undatus,0.875468737
2165,2165,4/12/23,3/29/23,1,"Gut-passed, Washed",C. medius,Capsicum annuum,1.348073148
2166,2166,4/5/23,3/29/23,1,Gut-passed,M. murinus,Capsicum annuum,1.512927012
2167,2167,4/5/23,3/29/23,1,Gut-passed,M. murinus,Capsicum annuum,1.391281903
2168,2168,4/25/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.802001585
2169,2169,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.783901544
2170,2170,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.845868268
2171,2171,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.792992516
2172,2172,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.78845736
2173,2173,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.783901544
2174,2174,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.858661619
2175,2175,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.891998039
2176,2176,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.845868268
2177,2177,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.862889955
2178,2178,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.819779831
2179,2179,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.832909123
2180,2180,4/14/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.797507196
2181,2181,4/21/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.78845736
2182,2182,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.828551818
2183,2183,4/25/23,3/29/23,1,Gut-passed,M. murinus,Solanum lycopersicum,1.519513205
2184,2184,4/25/23,3/29/23,1,Gut-passed,M. murinus,Solanum lycopersicum,1.481604541
2185,2185,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.815364813
2186,2186,4/14/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.837247525
2187,2187,4/14/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.871293366
2188,2188,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.832909123
2189,2189,4/19/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.792992516
2190,2190,4/5/23,3/29/23,1,Gut-passed,M. murinus,Solanum lycopersicum,1.391281903
2191,2191,4/7/23,3/29/23,1,Gut-passed,C. medius,Capsicum annuum,1.396244692
2192,2192,4/7/23,3/29/23,1,Gut-passed,C. medius,Solanum lycopersicum,1.368639426
2193,2193,4/5/23,3/29/23,1,Gut-passed,C. medius,Solanum lycopersicum,1.437462648
2194,2194,4/25/23,3/29/23,1,Gut-passed,C. medius,Solanum lycopersicum,1.388791241
2195,2195,4/19/23,3/29/23,1,Gut-passed,C. medius,Selenicereus undatus,0.845868268
2196,2196,4/5/23,3/29/23,1,Gut-passed,C. medius,Selenicereus undatus,0.737164066
2197,2197,4/19/23,3/29/23,1,Gut-passed,C. medius,Selenicereus undatus,0.862889955
2198,2198,4/14/23,3/29/23,1,Gut-passed,C. medius,Selenicereus undatus,0.850150929
2199,2199,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.858661619
2200,2200,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.824175443
2201,2201,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.783901544
2202,2202,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.854415328
2203,2203,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.797507196
2204,2204,4/7/23,3/29/23,1,Gut-passed,M. murinus,Capsicum annuum,1.444563269
2205,2205,4/5/23,3/29/23,1,Gut-passed,M. murinus,Solanum lycopersicum,1.373715579
2206,2206,4/5/23,3/29/23,1,Gut-passed,M. murinus,Solanum lycopersicum,1.348073148
2207,2207,4/25/23,3/29/23,1,Gut-passed,M. murinus,Solanum lycopersicum,1.348073148
2208,2208,4/7/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.832909123
2209,2209,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.688134639
2210,2210,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.850150929
2211,2211,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.841567186
2212,2212,4/12/23,3/29/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.770108222
2213,2213,4/19/23,4/12/23,1,Gut-passed,C. medius,Selenicereus undatus,0.688134639
2214,2214,4/19/23,4/12/23,1,Gut-passed,M. murinus,Selenicereus undatus,0.765467842
2215,2215,4/19/23,4/12/23,1,"Gut-passed, Washed",M. murinus,Solanum lycopersicum,1.383791231
2216,2216,4/19/23,4/12/23,1,"Gut-passed, Washed",M. murinus,Solanum lycopersicum,1.337629189
