"","Lemur","Plante","L","Treatment","Control","Germination","Sex","Date","GerminationDate","Time"
"858",NA,"Cryptocaria",19.05,"Gut Passed, Unwashed","0","0","",2023-11-10,NA,100
"859",NA,"Cryptocaria",18.45,"Gut Passed, Unwashed","0","0","",2023-11-10,NA,100
"860",NA,"Cryptocaria",15.41,"Gut Passed, Unwashed","0","0","",2023-11-10,NA,100
"861",NA,"Cryptocaria",19.84,"Gut Passed, Washed","0","1","",2023-11-10,2023-11-29,19
"862",NA,"Cryptocaria",18.53,"Gut Passed, Washed","0","0","",2023-11-10,NA,100
"863",NA,"Cryptocaria",15.51,"Gut Passed, Washed","0","0","",2023-11-10,NA,100
"864",NA,"Cryptocaria",14,"Gut Passed, Washed","0","0","",2023-11-10,NA,100
"865",NA,"Cryptocaria",17.18,"Gut Passed, Washed","0","1","",2023-11-13,2023-11-20,7
"866",NA,"Cryptocaria",20.96,"Gut Passed, Washed","0","0","",2023-11-13,NA,100
"867",NA,"Cryptocaria",19.1,"Gut Passed, Washed","0","0","",2023-11-13,NA,100
"868",NA,"Cryptocaria",17.28,"Gut Passed, Washed","0","0","",2023-11-13,NA,100
"869",NA,"Cryptocaria",18.89,"Gut Passed, Washed","0","0","",2023-11-13,NA,100
"870",NA,"Pandanus",19.87,"Gut Passed, Unwashed","0","0","",2023-11-14,NA,100
"871",NA,"Cryptocaria",29.91,"Gut Passed, Unwashed","0","1","",2023-11-14,2023-11-26,12
"872","Eulemur rubriventer","Pandanus",16.54,"Gut Passed, Unwashed","0","0","M",2023-11-22,NA,100
"873","Eulemur rubriventer","Pandanus",17.07,"Gut Passed, Unwashed","0","0","M",2023-11-22,NA,100
"874","Eulemur rubriventer","Pandanus",16.45,"Gut Passed, Unwashed","0","0","M",2023-11-22,NA,100
"875","Eulemur rubriventer","Pandanus",15.75,"Gut Passed, Unwashed","0","0","M",2023-11-22,NA,100
"876","Eulemur rubriventer","Pandanus",17.87,"Gut Passed, Unwashed","0","0","M",2023-11-22,NA,100
"877","Eulemur rubriventer","Pandanus",16.59,"Gut Passed, Washed","0","0","F",2023-11-22,NA,100
"878","Eulemur rubriventer","Pandanus",14.83,"Gut Passed, Washed","0","0","F",2023-11-22,NA,100
"879","Eulemur rubriventer","Pandanus",15.74,"Gut Passed, Washed","0","0","F",2023-11-22,NA,100
"880","Eulemur rubriventer","Pandanus",14.34,"Gut Passed, Unwashed","0","0","",2023-11-22,NA,100
"881","Eulemur rubriventer","Pandanus",15.75,"Gut Passed, Unwashed","0","0","",2023-11-22,NA,100
"882","Eulemur rubriventer","Pandanus",13.9,"Gut Passed, Unwashed","0","0","",2023-11-22,NA,100
"883","Eulemur rubriventer","Pandanus",12.67,"Gut Passed, Unwashed","0","0","",2023-11-22,NA,100
"884","Eulemur rubriventer","Pandanus",12.12,"Gut Passed, Unwashed","0","0","",2023-11-22,NA,100
"885","Eulemur rubriventer","Pandanus",11.55,"Gut Passed, Unwashed","0","0","",2023-11-22,NA,100
"886","Eulemur rubriventer","Pandanus",13.22,"Gut Passed, Unwashed","0","0","",2023-11-22,NA,100
"887","Eulemur rubriventer","Pandanus",14.08,"Gut Passed, Unwashed","0","0","",2023-11-22,NA,100
"888","Eulemur rubriventer","Pandanus",11.96,"Gut Passed, Unwashed","0","0","",2023-11-22,NA,100
"889",NA,"Cryptocaria",15.95,"Gut Passed, Washed","0","0","",2023-11-22,NA,100
"890",NA,"Cryptocaria",17.6,"Gut Passed, Washed","0","0","",2023-11-22,NA,100
"891",NA,"Pandanus",11.92,"Gut Passed, Unwashed","0","0","",2023-11-22,NA,100
"892",NA,"Cryptocaria",21.33,"Gut Passed, Washed","0","0","",2023-11-22,NA,100
"893",NA,"Cryptocaria",18.31,"Gut Passed, Washed","0","0","",2023-11-22,NA,100
"894",NA,"Cryptocaria",14.87,"Gut Passed, Washed","0","0","",2023-11-22,NA,100
"895",NA,"Cryptocaria",16.32,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"896",NA,"Cryptocaria",15.31,"Gut Passed, Washed","0","1","",2023-11-24,2023-12-17,23
"897",NA,"Pandanus",14.94,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"898",NA,"Pandanus",10.98,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"899",NA,"Cryptocaria",14.9,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"900",NA,"Cryptocaria",26.84,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"901",NA,"Cryptocaria",20.05,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"902",NA,"Cryptocaria",20.12,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"903",NA,"Cryptocaria",17.26,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"904",NA,"Cryptocaria",17.53,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"905",NA,"Cryptocaria",17.63,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"906",NA,"Cryptocaria",17.75,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"907",NA,"Cryptocaria",17.11,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"908",NA,"Cryptocaria",17.52,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"909",NA,"Cryptocaria",14.93,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"910",NA,"Cryptocaria",15.61,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"911",NA,"Cryptocaria",14.93,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"912",NA,"Cryptocaria",16.61,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"913",NA,"Cryptocaria",13.41,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"914",NA,"Cryptocaria",16.54,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"915",NA,"Cryptocaria",13.6,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"916",NA,"Cryptocaria",14.41,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"917",NA,"Cryptocaria",13.66,"Gut Passed, Unwashed","0","1","",2023-11-24,2023-12-11,17
"918",NA,"Cryptocaria",15.65,"Gut Passed, Unwashed","0","0","",2023-11-24,NA,100
"919",NA,"Cryptocaria",17.43,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"920",NA,"Cryptocaria",18.53,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"921",NA,"Cryptocaria",17.69,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"922",NA,"Cryptocaria",17.08,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"923",NA,"Cryptocaria",18.89,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"924",NA,"Cryptocaria",17.74,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"925",NA,"Cryptocaria",14.4,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"926",NA,"Cryptocaria",15.55,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"927",NA,"Cryptocaria",14.7,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"928",NA,"Cryptocaria",13.22,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"929",NA,"Cryptocaria",16.35,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"930",NA,"Cryptocaria",15.87,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"931",NA,"Cryptocaria",16.45,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"932",NA,"Cryptocaria",13.78,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"933",NA,"Cryptocaria",14.72,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"934",NA,"Cryptocaria",13.48,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"935",NA,"Cryptocaria",16.69,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"936",NA,"Cryptocaria",14.02,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"937",NA,"Cryptocaria",14.21,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"938",NA,"Cryptocaria",15.03,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"939",NA,"Cryptocaria",13.68,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"940",NA,"Cryptocaria",13.49,"Gut Passed, Washed","0","0","",2023-11-24,NA,100
"941",NA,"Cryptocaria",19.49,"Gut Passed, Unwashed","0","0","",2023-11-27,NA,100
"942",NA,"Cryptocaria",19.28,"Gut Passed, Unwashed","0","0","",2023-11-27,NA,100
"943",NA,"Cryptocaria",15.5,"Gut Passed, Unwashed","0","0","",2023-11-27,NA,100
"944",NA,"Cryptocaria",15.62,"Gut Passed, Unwashed","0","0","",2023-11-27,NA,100
"945",NA,"Cryptocaria",15.54,"Gut Passed, Unwashed","0","0","",2023-11-27,NA,100
"946",NA,"Pandanus",13.06,"Gut Passed, Washed","0","0","",2023-11-27,NA,100
"947","Control","Cryptocaria",21.24,"Control, Washed","1","0","",2023-11-27,NA,100
"948","Control","Cryptocaria",19.22,"Control, Washed","1","0","",2023-11-27,NA,100
"949","Control","Cryptocaria",18.11,"Control, Washed","1","0","",2023-11-27,NA,100
"950","Control","Cryptocaria",16.69,"Control, Washed","1","0","",2023-11-27,NA,100
"951","Control","Cryptocaria",15.53,"Control, Washed","1","0","",2023-11-27,NA,100
"952","Control","Cryptocaria",14.73,"Control, Washed","1","0","",2023-11-27,NA,100
"953","Control","Cryptocaria",14.05,"Control, Washed","1","0","",2023-11-27,NA,100
"954","Eulemur rubriventer","Adina",15.82,"Gut Passed, Unwashed","0","1","M",2023-11-28,2024-01-10,43
"955",NA,"Adina",16.16,"Gut Passed, Washed","0","1","",2023-11-28,2024-02-03,67
"956",NA,"Adina",16.9,"Gut Passed, Washed","0","1","",2023-11-28,2023-12-17,19
"957",NA,"Adina",17.06,"Gut Passed, Washed","0","1","",2023-11-28,2024-01-07,40
"958",NA,"Adina",15.72,"Gut Passed, Washed","0","1","",2023-11-28,2023-12-29,31
"959",NA,"Adina",15.97,"Gut Passed, Washed","0","1","",2023-11-28,2023-12-26,28
"960",NA,"Adina",16.46,"Gut Passed, Washed","0","1","",2023-11-28,2024-01-07,40
"961",NA,"Adina",14.78,"Gut Passed, Washed","0","0","",2023-11-28,NA,100
"962",NA,"Adina",17.46,"Gut Passed, Unwashed","0","0","",2023-11-28,NA,100
"963",NA,"Adina",15.05,"Gut Passed, Unwashed","0","0","",2023-11-28,NA,100
"964",NA,"Adina",16.37,"Gut Passed, Unwashed","0","1","",2023-11-28,2024-01-01,34
"965",NA,"Adina",15.95,"Gut Passed, Unwashed","0","0","",2023-11-28,NA,100
"966",NA,"Adina",14.92,"Gut Passed, Unwashed","0","1","",2023-11-28,2023-12-26,28
"967",NA,"Adina",16.84,"Gut Passed, Unwashed","0","0","",2023-11-28,NA,100
"968",NA,"Adina",14.83,"Gut Passed, Unwashed","0","0","",2023-11-28,NA,100
"969",NA,"Adina",13.77,"Gut Passed, Unwashed","0","0","",2023-11-28,NA,100
"970",NA,"Adina",13.49,"Gut Passed, Unwashed","0","1","",2023-11-28,2024-01-04,37
"971",NA,"Adina",12.46,"Gut Passed, Unwashed","0","0","",2023-11-28,NA,100
"972",NA,"Adina",12.24,"Gut Passed, Unwashed","0","1","",2023-11-28,2024-01-01,34
"973",NA,"Adina",13.15,"Gut Passed, Unwashed","0","1","",2023-11-28,2023-12-23,25
"974",NA,"Adina",12.79,"Gut Passed, Unwashed","0","1","",2023-11-28,2024-01-07,40
"975",NA,"Adina",16.36,"Gut Passed, Unwashed","0","0","",2023-11-28,NA,100
"976","Control","Adina",18.46,"Control, Washed","1","1","",2023-11-28,2024-01-31,64
"977","Control","Adina",15.25,"Control, Washed","1","0","",2023-11-28,NA,100
"978","Control","Adina",14.44,"Control, Washed","1","0","",2023-11-28,NA,100
"979","Control","Adina",15.25,"Control, Washed","1","0","",2023-11-28,NA,100
"980",NA,"Cryptocaria",16.7,"Gut Passed, Unwashed","0","0","",2023-11-29,NA,100
"981",NA,"Cryptocaria",15.83,"Gut Passed, Unwashed","0","0","",2023-11-29,NA,100
"982",NA,"Cryptocaria",14.63,"Gut Passed, Unwashed","0","0","",2023-11-29,NA,100
"983",NA,"Cryptocaria",12.78,"Gut Passed, Unwashed","0","0","",2023-11-29,NA,100
"984","Eulemur rubriventer","Pandanus",14.48,"Gut Passed, Washed","0","0","M",2023-11-29,NA,100
"985","Eulemur rubriventer","Pandanus",11.66,"Gut Passed, Washed","0","0","M",2023-11-29,NA,100
"986","Eulemur rubriventer","Pandanus",18.47,"Gut Passed, Unwashed","0","0","M",2023-11-29,NA,100
"987","Eulemur rubriventer","Pandanus",14.68,"Gut Passed, Unwashed","0","0","M",2023-11-29,NA,100
"988","Eulemur rubriventer","Pandanus",12.7,"Gut Passed, Unwashed","0","0","M",2023-11-29,NA,100
"989","Eulemur rubriventer","Pandanus",10.68,"Gut Passed, Unwashed","0","0","M",2023-11-29,NA,100
"990","Eulemur rubriventer","Pandanus",10.6,"Gut Passed, Unwashed","0","0","M",2023-11-29,NA,100
"991","Eulemur rubriventer","Pandanus",14,"Gut Passed, Unwashed","0","0","F",2023-11-29,NA,100
"992","Eulemur rubriventer","Pandanus",10.99,"Gut Passed, Washed","0","0","F",2023-11-29,NA,100
"993","Eulemur rubriventer","Pandanus",14.5,"Gut Passed, Washed","0","0","F",2023-11-29,NA,100
"994","Eulemur rubriventer","Pandanus",11.73,"Gut Passed, Washed","0","0","F",2023-11-29,NA,100
"995","Eulemur rubriventer","Pandanus",12.07,"Gut Passed, Washed","0","0","F",2023-11-29,NA,100
"996","Eulemur rubriventer","Pandanus",15.64,"Gut Passed, Washed","0","0","F",2023-11-29,NA,100
"997","Eulemur rubriventer","Pandanus",13.54,"Gut Passed, Washed","0","0","F",2023-11-29,NA,100
"998",NA,"Adina",14.55,"Gut Passed, Unwashed","0","0","",2023-11-30,NA,100
"999",NA,"Adina",14.26,"Gut Passed, Washed","0","0","",2023-11-30,NA,100
"1000",NA,"Adina",14.26,"Gut Passed, Washed","0","1","",2023-11-30,2024-01-28,59
"1001",NA,"Adina",16.2,"Gut Passed, Unwashed","0","1","",2023-11-30,2024-01-07,38
"1002",NA,"Adina",15.08,"Gut Passed, Unwashed","0","0","",2023-11-30,NA,100
"1003",NA,"Adina",14.75,"Gut Passed, Unwashed","0","0","",2023-11-30,NA,100
"1004",NA,"Adina",12.16,"Gut Passed, Unwashed","0","0","",2023-11-30,NA,100
"1005",NA,"Cryptocaria",16.4,"Gut Passed, Washed","0","0","",2023-11-30,NA,100
"1006",NA,"Cryptocaria",17.08,"Gut Passed, Washed","0","0","",2023-12-01,NA,100
"1007",NA,"Cryptocaria",16.12,"Gut Passed, Washed","0","0","",2023-12-01,NA,100
"1008",NA,"Cryptocaria",14.5,"Gut Passed, Washed","0","0","",2023-12-01,NA,100
"1009","Eulemur rubriventer","Adina",14.24,"Gut Passed, Washed","0","1","F",2023-12-01,2023-12-17,16
"1010",NA,"Adina",15.31,"Gut Passed, Washed","0","1","",2023-12-02,2023-12-11,9
"1011",NA,"Adina",15.54,"Gut Passed, Washed","0","1","",2023-12-01,2023-12-11,10
"1012","Eulemur albifrons","Adina",14.58,"Gut Passed, Unwashed","0","1","",2023-12-02,2023-12-11,9
"1013","Eulemur albifrons","Adina",15.18,"Gut Passed, Unwashed","0","0","",2023-12-02,NA,100
"1014","Eulemur albifrons","Adina",13.22,"Gut Passed, Unwashed","0","1","",2023-12-02,2023-12-11,9
"1015","Eulemur albifrons","Adina",12.12,"Gut Passed, Unwashed","0","0","",2023-12-02,NA,100
"1016","Eulemur albifrons","Adina",10.79,"Gut Passed, Unwashed","0","1","",2023-12-02,2023-12-23,21
"1017","Eulemur albifrons","Adina",14.75,"Gut Passed, Washed","0","0","F",2023-12-02,NA,100
"1018","Eulemur albifrons","Adina",12.26,"Gut Passed, Washed","0","0","F",2023-12-02,NA,100
"1019","Eulemur rubriventer","Adina",14.69,"Gut Passed, Unwashed","0","0","M",2023-12-02,NA,100
"1020","Eulemur rubriventer","Adina",14.82,"Gut Passed, Unwashed","0","0","M",2023-12-02,NA,100
"1021","Eulemur rubriventer","Adina",14.8,"Gut Passed, Unwashed","0","0","M",2023-12-02,NA,100
"1022","Eulemur rubriventer","Adina",14.49,"Gut Passed, Unwashed","0","0","M",2023-12-02,NA,100
"1023","Eulemur rubriventer","Adina",15,"Gut Passed, Unwashed","0","0","M",2023-12-02,NA,100
"1024","Eulemur rubriventer","Adina",15.36,"Gut Passed, Unwashed","0","0","M",2023-12-02,NA,100
"1025","Eulemur rubriventer","Adina",13.32,"Gut Passed, Unwashed","0","0","M",2023-12-02,NA,100
"1026","Eulemur rubriventer","Adina",15.48,"Gut Passed, Washed","0","0","",2023-12-02,NA,100
"1027","Eulemur rubriventer","Adina",14.17,"Gut Passed, Washed","0","0","",2023-12-02,NA,100
"1028","Eulemur rubriventer","Adina",14.96,"Gut Passed, Washed","0","1","",2023-12-02,2024-01-01,30
"1029","Eulemur rubriventer","Adina",14.85,"Gut Passed, Unwashed","0","0","F",2023-12-02,NA,100
"1030","Eulemur rubriventer","Adina",13.08,"Gut Passed, Unwashed","0","0","F",2023-12-02,NA,100
"1031","Eulemur rubriventer","Adina",13.95,"Gut Passed, Unwashed","0","0","F",2023-12-02,NA,100
"1032","Eulemur rubriventer","Pandanus",15.67,"Gut Passed, Washed","0","0","M",2023-12-02,NA,100
"1033",NA,"Cryptocaria",15.64,"Gut Passed, Unwashed","0","0","",2023-12-02,NA,100
"1034",NA,"Adina",14.9,"Gut Passed, Unwashed","0","1","",2023-12-02,2024-01-07,36
"1035",NA,"Adina",16.64,"Gut Passed, Unwashed","0","1","",2023-12-02,2024-02-03,63
"1036",NA,"Adina",13.69,"Gut Passed, Unwashed","0","0","",2023-12-02,NA,100
"1037",NA,"Cryptocaria",21.68,"Gut Passed, Washed","0","0","",2023-12-02,NA,100
"1038",NA,"Cryptocaria",19.33,"Gut Passed, Washed","0","0","",2023-12-02,NA,100
"1039",NA,"Cryptocaria",18.76,"Gut Passed, Washed","0","0","",2023-12-02,NA,100
"1040",NA,"Cryptocaria",16.3,"Gut Passed, Washed","0","0","",2023-12-02,NA,100
"1041",NA,"Cryptocaria",14.62,"Gut Passed, Washed","0","0","",2023-12-02,NA,100
"1042",NA,"Cryptocaria",14.86,"Gut Passed, Washed","0","0","",2023-12-02,NA,100
"1043",NA,"Cryptocaria",14.81,"Gut Passed, Washed","0","0","",2023-12-02,NA,100
"1044",NA,"Cryptocaria",13.66,"Gut Passed, Washed","0","0","",2023-12-02,NA,100
"1045",NA,"Adina",14.38,"Gut Passed, Unwashed","0","1","",2023-12-04,2024-02-03,61
"1046",NA,"Adina",14.16,"Gut Passed, Unwashed","0","0","",2023-12-04,NA,100
"1047",NA,"Adina",15.43,"Gut Passed, Unwashed","0","0","",2023-12-04,NA,100
"1048",NA,"Adina",13.69,"Gut Passed, Unwashed","0","1","",2023-12-04,2024-03-13,100
"1049",NA,"Adina",12.57,"Gut Passed, Unwashed","0","0","",2023-12-04,NA,100
"1050",NA,"Adina",12.12,"Gut Passed, Washed","0","1","",2023-12-04,2023-12-11,7
"1051",NA,"Adina",14.5,"Gut Passed, Washed","0","1","",2023-12-04,2023-12-11,7
"1052",NA,"Adina",13.83,"Gut Passed, Washed","0","1","",2023-12-04,2023-12-14,10
"1053",NA,"Adina",12.07,"Gut Passed, Washed","0","0","",2023-12-04,NA,100
"1054",NA,"Adina",13.4,"Gut Passed, Unwashed","0","1","",2023-12-05,2023-12-29,24
"1055",NA,"Adina",15.05,"Gut Passed, Washed","0","0","",2023-12-05,NA,100
"1056",NA,"Adina",14.04,"Gut Passed, Washed","0","1","",2023-12-05,2024-01-07,33
"1057",NA,"Adina",14.85,"Gut Passed, Washed","0","0","",2023-12-05,NA,100
"1058",NA,"Adina",13.37,"Gut Passed, Washed","0","1","",2023-12-05,2024-01-07,33
"1059",NA,"Adina",14.38,"Gut Passed, Washed","0","1","",2023-12-05,2024-01-01,27
"1060",NA,"Adina",12.58,"Gut Passed, Washed","0","1","",2023-12-05,2024-01-07,33
"1061",NA,"Adina",15.76,"Gut Passed, Washed","0","0","",2023-12-05,NA,100
"1062",NA,"Adina",12.58,"Gut Passed, Washed","0","0","",2023-12-05,NA,100
"1063",NA,"Adina",14.27,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1064",NA,"Adina",14.8,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1065",NA,"Adina",15.2,"Gut Passed, Unwashed","0","1","",2023-12-05,2024-01-19,45
"1066",NA,"Adina",13.25,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1067",NA,"Adina",16.24,"Gut Passed, Unwashed","0","1","",2023-12-05,2023-12-29,24
"1068",NA,"Adina",16.41,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1069",NA,"Adina",14.41,"Gut Passed, Unwashed","0","1","",2023-12-05,2024-01-10,36
"1070",NA,"Adina",13.69,"Gut Passed, Unwashed","0","1","",2023-12-05,2023-12-26,21
"1071",NA,"Adina",14.24,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1072","Eulemur albifrons","Adina",16.03,"Gut Passed, Washed","0","0","M",2023-12-05,NA,100
"1073","Eulemur albifrons","Adina",14.93,"Gut Passed, Washed","0","0","M",2023-12-05,NA,100
"1074","Eulemur albifrons","Adina",14.98,"Gut Passed, Washed","0","1","M",2023-12-05,2024-02-06,63
"1075","Eulemur albifrons","Adina",14.72,"Gut Passed, Washed","0","1","M",2023-12-05,2024-01-13,39
"1076","Eulemur albifrons","Adina",13.94,"Gut Passed, Washed","0","1","M",2023-12-05,2024-01-31,57
"1077","Eulemur albifrons","Adina",15.38,"Gut Passed, Washed","0","0","M",2023-12-05,NA,100
"1078","Eulemur albifrons","Adina",14.32,"Gut Passed, Washed","0","0","M",2023-12-05,NA,100
"1079","Eulemur rubriventer","Pandanus",12.85,"Gut Passed, Washed","0","0","",2023-12-05,NA,100
"1080","Eulemur rubriventer","Pandanus",11.72,"Gut Passed, Washed","0","0","",2023-12-05,NA,100
"1081","Eulemur rubriventer","Pandanus",12.55,"Gut Passed, Washed","0","0","",2023-12-05,NA,100
"1082","Eulemur rubriventer","Pandanus",13.29,"Gut Passed, Washed","0","0","",2023-12-05,NA,100
"1083","Eulemur rubriventer","Pandanus",11.04,"Gut Passed, Washed","0","0","",2023-12-05,NA,100
"1084",NA,"Pandanus",15.13,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1085",NA,"Pandanus",13.5,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1086",NA,"Pandanus",12.64,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1087",NA,"Pandanus",14.67,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1088",NA,"Pandanus",15.6,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1089",NA,"Pandanus",11.88,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1090",NA,"Pandanus",12.71,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1091",NA,"Pandanus",13.29,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1092",NA,"Pandanus",14.16,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1093",NA,"Pandanus",12.69,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1094",NA,"Pandanus",12.12,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1095",NA,"Pandanus",11.47,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1096",NA,"Pandanus",13,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1097",NA,"Pandanus",12.02,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1098",NA,"Pandanus",12.35,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1099",NA,"Pandanus",12.74,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1100",NA,"Pandanus",12.61,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1101",NA,"Pandanus",13.15,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1102",NA,"Pandanus",11.33,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1103",NA,"Pandanus",12.46,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1104",NA,"Pandanus",10.78,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1105",NA,"Pandanus",12.04,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1106",NA,"Pandanus",12.8,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1107",NA,"Pandanus",12.38,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1108",NA,"Pandanus",11.43,"Gut Passed, Unwashed","0","1","",2023-12-05,2024-02-27,84
"1109",NA,"Pandanus",12.25,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1110",NA,"Pandanus",12.5,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1111",NA,"Pandanus",12.78,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1112",NA,"Pandanus",13.13,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1113",NA,"Pandanus",11.14,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1114",NA,"Pandanus",11.24,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1115",NA,"Pandanus",12.51,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1116",NA,"Pandanus",10.87,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1117",NA,"Pandanus",13.19,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1118",NA,"Pandanus",10.16,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1119",NA,"Pandanus",11.24,"Gut Passed, Unwashed","0","1","",2023-12-05,2024-01-28,54
"1120",NA,"Pandanus",12.02,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1121",NA,"Pandanus",11.48,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1122",NA,"Pandanus",12.79,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1123",NA,"Pandanus",11.53,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1124",NA,"Pandanus",11.75,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1125",NA,"Pandanus",14.02,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1126",NA,"Pandanus",12.73,"Gut Passed, Unwashed","0","1","",2023-12-05,2024-01-28,54
"1127",NA,"Pandanus",12.07,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1128",NA,"Pandanus",11.84,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1129",NA,"Pandanus",11.4,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1130",NA,"Pandanus",10.5,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1131",NA,"Pandanus",9.75,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1132",NA,"Pandanus",11.27,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1133",NA,"Pandanus",11.24,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1134",NA,"Pandanus",11.79,"Gut Passed, Unwashed","0","0","",2023-12-05,NA,100
"1135",NA,"Adina",12.93,"Gut Passed, Washed","0","0","",2023-12-06,NA,100
"1136",NA,"Pandanus",14.56,"Gut Passed, Unwashed","0","0","",2023-12-06,NA,100
